number,sqrt1 (https://codebase64.org/doku.php?id=base:fast_sqrt),sqrt2 (http://www.6502.org/source/integers/root.htm),sqrt3 (http://www.txbobsc.com/aal/1986/aal8611.html#a1),sqrt5 (http://www.txbobsc.com/aal/1986/aal8609.html#a8),sqrt6 (https://www.bbcelite.com/master/main/subroutine/ll5.html),sqrt7 (http://6502org.wikidot.com/software-math-sqrt),sqrt9 (https://github.com/TobyLobster/sqrt_test/blob/main/sqrt/sqrt9.a),sqrt10 (https://github.com/TobyLobster/sqrt_test/blob/main/sqrt/sqrt10.a),sqrt11 (http://forum.6502.org/viewtopic.php?p=90611#p90611),sqrt12 (https://gitlab.riscosopen.org/RiscOS/Sources/Apps/Diversions/Meteors/-/blob/master/Srce6502/MetSrc2#L961),sqrt13 (https://stardot.org.uk/forums/viewtopic.php?p=367937#p367937),sqrt14 (https://stardot.org.uk/forums/viewtopic.php?p=367937#p367937),sqrt15 (https://stardot.org.uk/forums/viewtopic.php?p=367937#p367937)
415,301,798,128,706,502,489,119,222,263,1045,157,194,119
416,301,798,128,706,502,489,119,222,263,1045,157,194,106
417,301,798,128,706,502,489,119,222,263,1045,157,194,106
418,301,798,128,706,502,489,119,222,263,1045,157,194,106
419,301,798,128,706,502,489,119,222,263,1045,157,194,106
420,301,798,128,706,502,489,119,222,263,1045,157,194,119
421,301,798,128,706,502,489,119,222,263,1059,157,194,119
422,301,798,128,706,502,489,119,222,263,1059,157,194,119
423,301,798,128,706,502,489,119,222,263,1059,157,194,119
424,301,798,128,706,502,489,119,222,263,1059,157,194,119
425,301,798,128,706,502,489,119,222,263,1059,157,194,119
426,301,798,128,706,502,489,119,222,263,1059,157,194,119
427,301,798,128,706,502,489,119,222,263,1059,157,194,119
428,301,798,128,706,502,489,119,222,263,1059,157,194,119
429,301,798,128,706,502,489,119,222,263,1059,157,194,119
430,301,798,128,706,502,489,119,222,263,1059,157,194,119
431,301,798,128,706,502,489,119,222,263,1059,157,194,119
432,301,798,128,706,502,489,119,222,263,1059,157,194,119
433,301,798,128,706,502,489,119,222,263,1059,157,194,119
434,301,798,128,706,502,489,119,222,263,1059,157,194,119
435,301,798,128,706,502,489,119,222,263,1059,157,194,119
436,301,798,128,706,502,489,119,222,263,1059,157,194,106
437,301,798,128,706,502,489,119,222,263,1059,157,194,106
438,301,798,128,706,502,489,119,222,263,1059,157,194,106
439,301,798,128,706,502,489,119,222,263,1059,157,194,106
440,301,798,128,706,508,489,119,222,263,1059,157,194,119
441,302,820,138,716,520,494,129,223,201,1082,175,195,119
442,302,820,138,716,520,494,129,223,258,1082,175,195,119
443,302,820,138,716,520,494,129,223,258,1082,175,195,119
444,302,820,128,716,517,494,119,223,258,1096,175,195,119
445,302,820,128,716,517,494,119,223,258,1096,175,195,119
446,302,820,128,716,517,494,119,223,258,1096,175,195,119
447,302,820,128,716,517,494,119,223,258,1096,175,195,119
448,302,820,128,716,514,494,119,223,258,1110,175,195,119
449,302,820,128,716,514,494,119,223,258,1110,175,195,119
450,302,820,128,716,514,494,119,223,258,1110,175,195,119
451,302,820,128,716,514,494,119,223,258,1110,175,195,119
452,302,820,128,716,514,494,119,223,258,1110,175,195,106
453,302,820,128,716,514,494,119,223,258,1110,175,195,106
454,302,820,128,716,514,494,119,223,258,1110,175,195,106
455,302,820,128,716,514,494,119,223,258,1110,175,195,106
456,302,820,128,716,514,494,119,223,258,1110,175,195,119
457,302,820,128,716,514,494,119,223,258,1110,175,195,119
458,302,820,128,716,514,494,119,223,258,1110,175,195,119
459,302,820,128,716,514,494,119,223,258,1110,175,195,119
460,302,820,128,716,514,494,119,223,258,1110,175,195,119
461,302,820,128,716,514,494,119,223,258,1110,175,195,119
462,302,820,128,716,514,494,119,223,258,1110,175,195,119
463,302,820,128,716,514,494,119,223,258,1110,175,195,119
464,302,820,128,716,514,494,119,223,258,1110,175,195,119
465,302,820,128,716,514,494,119,223,258,1110,175,195,119
466,302,820,128,716,514,494,119,223,258,1110,175,195,119
467,302,820,128,716,514,494,119,223,258,1110,175,195,119
468,302,820,128,716,514,494,119,223,258,1110,175,195,106
469,302,820,128,716,514,494,119,223,258,1110,175,195,106
470,302,820,128,716,514,494,119,223,258,1110,175,195,106
471,302,820,128,716,514,494,119,223,258,1110,175,195,106
472,302,820,128,716,514,494,119,223,258,1110,175,195,119
473,302,820,128,716,514,494,119,223,258,1110,175,195,119
474,302,820,128,716,514,494,119,223,258,1110,175,195,119
475,302,820,128,716,514,494,119,223,258,1110,175,195,119
476,302,820,128,716,514,494,119,223,258,1110,175,195,119
477,302,820,128,716,514,494,119,223,258,1110,175,195,119
478,302,820,128,716,514,494,119,223,258,1110,175,195,119
479,302,820,128,716,514,494,119,223,258,1110,175,195,119
480,302,820,128,716,520,494,119,223,258,1110,175,195,106
481,302,820,128,716,520,494,119,223,258,1110,175,195,106
482,302,820,128,716,520,494,119,223,258,1110,175,195,106
483,302,820,128,716,520,494,119,223,258,1110,175,195,106
484,314,820,137,716,517,494,128,228,249,1080,193,203,106
485,314,820,137,716,517,494,128,228,296,1096,193,203,106
486,314,820,137,716,517,494,128,228,296,1096,193,203,106
487,314,820,137,716,517,494,128,228,296,1096,193,203,106
488,314,820,137,716,517,494,128,228,296,1096,193,203,119
489,314,820,137,716,517,494,128,228,296,1096,193,203,119
490,314,820,137,716,517,494,128,228,296,1096,193,203,119
491,314,820,137,716,517,494,128,228,296,1096,193,203,119
492,314,820,137,716,517,494,128,228,296,1096,193,203,119
493,314,820,137,716,517,494,128,228,296,1096,193,203,119
494,314,820,137,716,517,494,128,228,296,1096,193,203,119
495,314,820,137,716,517,494,128,228,296,1096,193,203,119
496,314,820,137,716,514,494,128,228,296,1096,193,203,106
497,314,820,137,716,514,494,128,228,296,1096,193,203,106
498,314,820,137,716,514,494,128,228,296,1096,193,203,106
499,314,820,137,716,514,494,128,228,296,1096,193,203,106
500,314,820,137,716,514,494,128,228,296,1096,193,203,119
501,314,820,137,716,514,494,128,228,296,1096,193,203,119
502,314,820,137,716,514,494,128,228,296,1096,193,203,119
503,314,820,137,716,514,494,128,228,296,1096,193,203,119
504,314,820,137,716,514,494,128,228,296,1096,193,203,119
505,314,820,137,716,514,494,128,228,296,1096,193,203,119
506,314,820,137,716,514,494,128,228,296,1096,193,203,119
507,314,820,137,716,514,494,128,228,296,1110,193,203,119
508,314,820,137,716,514,494,128,228,296,1110,193,203,119
509,314,820,137,716,514,494,128,228,296,1110,193,203,119
510,314,820,137,716,514,494,128,228,296,1110,193,203,119
511,314,820,137,716,514,494,128,228,296,1110,193,203,119
512,314,820,128,716,520,494,119,228,279,1110,198,203,106
513,314,820,128,716,520,494,119,228,279,1110,198,203,106
514,314,820,128,716,520,494,119,228,279,1110,198,203,106
515,314,820,128,716,520,494,119,228,279,1110,198,203,106
516,314,820,128,716,520,494,119,228,279,1110,198,203,119
517,314,820,128,716,520,494,119,228,279,1110,198,203,119
518,314,820,128,716,520,494,119,228,279,1110,198,203,119
519,314,820,128,716,520,494,119,228,279,1110,198,203,119
520,314,820,128,716,520,494,119,228,279,1110,198,203,119
521,314,820,128,716,520,494,119,228,279,1110,198,203,119
522,314,820,128,716,520,494,119,228,279,1110,198,203,119
523,314,820,128,716,520,494,119,228,279,1110,198,203,119
524,314,820,128,716,520,494,119,228,279,1110,198,203,106
525,314,820,128,716,520,494,119,228,279,1110,198,203,106
526,314,820,128,716,520,494,119,228,279,1110,198,203,106
527,314,820,128,716,520,494,119,228,279,1110,198,203,106
528,314,820,128,716,526,494,119,228,279,1110,198,203,119
529,315,842,138,726,538,499,129,229,229,1133,216,204,119
530,315,842,138,726,538,499,129,229,288,1133,216,204,119
531,315,842,138,726,538,499,129,229,288,1133,216,204,119
532,315,842,128,726,535,499,119,229,288,1133,216,204,119
533,315,842,128,726,535,499,119,229,288,1133,216,204,119
534,315,842,128,726,535,499,119,229,288,1133,216,204,119
535,315,842,128,726,535,499,119,229,288,1133,216,204,119
536,315,842,128,726,535,499,119,229,288,1133,216,204,106
537,315,842,128,726,535,499,119,229,288,1133,216,204,106
538,315,842,128,726,535,499,119,229,288,1133,216,204,106
539,315,842,128,726,535,499,119,229,288,1133,216,204,106
540,315,842,128,726,535,499,119,229,288,1133,216,204,119
541,315,842,128,726,535,499,119,229,288,1133,216,204,119
542,315,842,128,726,535,499,119,229,288,1133,216,204,119
543,315,842,128,726,535,499,119,229,288,1133,216,204,119
544,315,842,128,726,535,499,119,229,288,1133,216,204,119
545,315,842,128,726,535,499,119,229,288,1133,216,204,119
546,315,842,128,726,535,499,119,229,288,1133,216,204,119
547,315,842,128,726,535,499,119,229,288,1133,216,204,119
548,315,842,128,726,535,499,119,229,288,1133,216,204,106
549,315,842,128,726,535,499,119,229,288,1133,216,204,106
550,315,842,128,726,535,499,119,229,288,1133,216,204,106
551,315,842,128,726,535,499,119,229,288,1133,216,204,106
552,315,842,128,726,535,499,119,229,288,1133,216,204,119
553,315,842,128,726,535,499,119,229,288,1133,216,204,119
554,315,842,128,726,535,499,119,229,288,1133,216,204,119
555,315,842,128,726,535,499,119,229,288,1133,216,204,119
556,315,842,128,726,535,499,119,229,288,1133,216,204,119
557,315,842,128,726,535,499,119,229,288,1133,216,204,119
558,315,842,128,726,535,499,119,229,288,1133,216,204,119
559,315,842,128,726,535,499,119,229,288,1133,216,204,119
560,315,842,128,726,535,499,119,229,288,1133,216,204,106
561,315,842,128,726,535,499,119,229,288,1133,216,204,106
562,315,842,128,726,535,499,119,229,288,1133,216,204,106
563,315,842,128,726,535,499,119,229,288,1133,216,204,106
564,315,842,128,726,535,499,119,229,288,1133,216,204,119
565,315,842,128,726,535,499,119,229,288,1133,216,204,119
566,315,842,128,726,535,499,119,229,288,1133,216,204,119
567,315,842,128,726,535,499,119,229,288,1133,216,204,119
568,315,842,128,726,535,499,119,229,288,1133,216,204,119
569,315,842,128,726,535,499,119,229,288,1133,216,204,119
570,315,842,128,726,535,499,119,229,288,1133,216,204,119
571,315,842,128,726,535,499,119,229,288,1133,216,204,119
572,315,842,128,726,535,499,119,229,288,1133,216,204,106
573,315,842,128,726,535,499,119,229,288,1133,216,204,106
574,315,842,128,726,535,499,119,229,288,1133,216,204,106
575,315,842,128,726,535,499,119,229,288,1133,216,204,106
576,301,798,128,706,502,489,119,223,279,997,234,195,106
577,301,798,128,706,502,489,119,223,294,1013,234,195,106
578,301,798,128,706,502,489,119,223,294,1013,234,195,106
579,301,798,128,706,502,489,119,223,294,1013,234,195,106
580,301,798,128,706,502,489,119,223,294,1029,234,195,119
581,301,798,128,706,502,489,119,223,294,1029,234,195,119
582,301,798,128,706,502,489,119,223,294,1029,234,195,119
583,301,798,128,706,502,489,119,223,294,1029,234,195,119
584,301,798,128,706,502,489,119,223,294,1029,234,195,106
585,301,798,128,706,502,489,119,223,294,1029,234,195,106
586,301,798,128,706,502,489,119,223,294,1029,234,195,106
587,301,798,128,706,502,489,119,223,294,1029,234,195,106
588,301,798,128,706,502,489,119,223,294,1029,234,195,119
589,301,798,128,706,502,489,119,223,294,1029,234,195,119
590,301,798,128,706,502,489,119,223,294,1029,234,195,119
591,301,798,128,706,502,489,119,223,294,1029,234,195,119
592,301,798,128,706,502,489,119,223,294,1045,234,195,119
593,301,798,128,706,502,489,119,223,294,1045,234,195,119
594,301,798,128,706,502,489,119,223,294,1045,234,195,119
595,301,798,128,706,502,489,119,223,294,1045,234,195,119
596,301,798,128,706,502,489,119,223,294,1045,234,195,106
597,301,798,128,706,502,489,119,223,294,1045,234,195,106
598,301,798,128,706,502,489,119,223,294,1045,234,195,106
599,301,798,128,706,502,489,119,223,294,1045,234,195,106
600,301,798,128,706,502,489,119,223,294,1045,234,195,119
601,301,798,128,706,502,489,119,223,294,1059,234,195,119
602,301,798,128,706,502,489,119,223,294,1059,234,195,119
603,301,798,128,706,502,489,119,223,294,1059,234,195,119
604,301,798,128,706,502,489,119,223,294,1059,234,195,119
605,301,798,128,706,502,489,119,223,294,1059,234,195,119
606,301,798,128,706,502,489,119,223,294,1059,234,195,119
607,301,798,128,706,502,489,119,223,294,1059,234,195,119
608,301,798,128,706,502,489,119,223,294,1059,234,195,106
609,301,798,128,706,502,489,119,223,294,1059,234,195,106
610,301,798,128,706,502,489,119,223,294,1059,234,195,106
611,301,798,128,706,502,489,119,223,294,1059,234,195,106
612,301,798,128,706,502,489,119,223,294,1059,234,195,119
613,301,798,128,706,502,489,119,223,294,1059,234,195,119
614,301,798,128,706,502,489,119,223,294,1059,234,195,119
615,301,798,128,706,502,489,119,223,294,1059,234,195,119
616,301,798,128,706,502,489,119,223,294,1059,234,195,119
617,301,798,128,706,502,489,119,223,294,1059,234,195,119
618,301,798,128,706,502,489,119,223,294,1059,234,195,119
619,301,798,128,706,502,489,119,223,294,1059,234,195,119
620,301,798,128,706,502,489,119,223,294,1059,234,195,106
621,301,798,128,706,502,489,119,223,294,1059,234,195,106
622,301,798,128,706,502,489,119,223,294,1059,234,195,106
623,301,798,128,706,502,489,119,223,294,1059,234,195,106
624,301,798,128,706,508,489,119,223,294,1059,234,195,119
625,302,820,138,716,520,494,129,224,146,1082,252,196,119
626,302,820,138,716,520,494,129,224,285,1082,252,196,119
627,302,820,138,716,520,494,129,224,285,1082,252,196,119
628,302,820,128,716,517,494,119,224,285,1096,252,196,119
629,302,820,128,716,517,494,119,224,285,1096,252,196,119
630,302,820,128,716,517,494,119,224,285,1096,252,196,119
631,302,820,128,716,517,494,119,224,285,1096,252,196,119
632,302,820,128,716,517,494,119,224,285,1096,252,196,106
633,302,820,128,716,517,494,119,224,285,1096,252,196,106
634,302,820,128,716,517,494,119,224,285,1096,252,196,106
635,302,820,128,716,517,494,119,224,285,1096,252,196,106
636,302,820,128,716,517,494,119,224,285,1096,252,196,119
637,302,820,128,716,517,494,119,224,285,1096,252,196,119
638,302,820,128,716,517,494,119,224,285,1096,252,196,119
639,302,820,128,716,517,494,119,224,285,1096,252,196,119
640,302,820,128,716,517,494,119,224,285,1096,252,196,119
641,302,820,128,716,517,494,119,224,285,1096,252,196,119
642,302,820,128,716,517,494,119,224,285,1096,252,196,119
643,302,820,128,716,517,494,119,224,285,1096,252,196,119
644,302,820,128,716,517,494,119,224,285,1096,252,196,106
645,302,820,128,716,517,494,119,224,285,1096,252,196,106
646,302,820,128,716,517,494,119,224,285,1096,252,196,106
647,302,820,128,716,517,494,119,224,285,1096,252,196,106
648,302,820,128,716,517,494,119,224,285,1096,252,196,119
649,302,820,128,716,517,494,119,224,285,1096,252,196,119
650,302,820,128,716,517,494,119,224,285,1096,252,196,119
651,302,820,128,716,517,494,119,224,285,1096,252,196,119
652,302,820,128,716,517,494,119,224,285,1096,252,196,106
653,302,820,128,716,517,494,119,224,285,1096,252,196,106
654,302,820,128,716,517,494,119,224,285,1096,252,196,106
655,302,820,128,716,517,494,119,224,285,1096,252,196,106
656,302,820,128,716,517,494,119,224,285,1096,252,196,119
657,302,820,128,716,517,494,119,224,285,1096,252,196,119
658,302,820,128,716,517,494,119,224,285,1096,252,196,119
659,302,820,128,716,517,494,119,224,285,1096,252,196,119
660,302,820,128,716,517,494,119,224,285,1096,252,196,119
661,302,820,128,716,517,494,119,224,285,1096,252,196,119
662,302,820,128,716,517,494,119,224,285,1096,252,196,119
663,302,820,128,716,517,494,119,224,285,1096,252,196,119
664,302,820,128,716,517,494,119,224,285,1096,252,196,106
665,302,820,128,716,517,494,119,224,285,1096,252,196,106
666,302,820,128,716,517,494,119,224,285,1096,252,196,106
667,302,820,128,716,517,494,119,224,285,1096,252,196,106
668,302,820,128,716,517,494,119,224,285,1096,252,196,119
669,302,820,128,716,517,494,119,224,285,1096,252,196,119
670,302,820,128,716,517,494,119,224,285,1096,252,196,119
671,302,820,128,716,517,494,119,224,285,1096,252,196,119
672,302,820,128,716,523,494,119,224,285,1096,252,196,106
673,302,820,128,716,523,494,119,224,285,1096,252,196,106
674,302,820,128,716,523,494,119,224,285,1096,252,196,106
675,302,820,128,716,523,494,119,224,285,1096,252,196,106
676,314,820,128,716,520,494,119,229,276,1066,270,204,106
677,314,820,128,716,520,494,119,229,291,1082,270,204,106
678,314,820,128,716,520,494,119,229,291,1082,270,204,106
679,314,820,128,716,520,494,119,229,291,1082,270,204,106
680,314,820,128,716,520,494,119,229,291,1082,270,204,119
681,314,820,128,716,520,494,119,229,291,1082,270,204,119
682,314,820,128,716,520,494,119,229,291,1082,270,204,119
683,314,820,128,716,520,494,119,229,291,1082,270,204,119
684,314,820,128,716,520,494,119,229,291,1082,270,204,106
685,314,820,128,716,520,494,119,229,291,1082,270,204,106
686,314,820,128,716,520,494,119,229,291,1082,270,204,106
687,314,820,128,716,520,494,119,229,291,1082,270,204,106
688,314,820,128,716,517,494,119,229,291,1096,270,204,119
689,314,820,128,716,517,494,119,229,291,1096,270,204,119
690,314,820,128,716,517,494,119,229,291,1096,270,204,119
691,314,820,128,716,517,494,119,229,291,1096,270,204,119
692,314,820,128,716,517,494,119,229,291,1096,270,204,119
693,314,820,128,716,517,494,119,229,291,1096,270,204,119
694,314,820,128,716,517,494,119,229,291,1096,270,204,119
695,314,820,128,716,517,494,119,229,291,1096,270,204,119
696,314,820,128,716,517,494,119,229,291,1096,270,204,106
697,314,820,128,716,517,494,119,229,291,1096,270,204,106
698,314,820,128,716,517,494,119,229,291,1096,270,204,106
699,314,820,128,716,517,494,119,229,291,1096,270,204,106
700,314,820,128,716,517,494,119,229,291,1096,270,204,119
701,314,820,128,716,517,494,119,229,291,1096,270,204,119
702,314,820,128,716,517,494,119,229,291,1096,270,204,119
703,314,820,128,716,517,494,119,229,291,1110,270,204,119
704,314,820,128,716,517,494,97,229,291,1110,270,204,106
705,314,820,128,716,517,494,97,229,291,1110,270,204,106
706,314,820,128,716,517,494,97,229,291,1110,270,204,106
707,314,820,128,716,517,494,97,229,291,1110,270,204,106
708,314,820,128,716,517,494,97,229,291,1110,270,204,119
709,314,820,128,716,517,494,97,229,291,1110,270,204,119
710,314,820,128,716,517,494,97,229,291,1110,270,204,119
711,314,820,128,716,517,494,97,229,291,1110,270,204,119
712,314,820,128,716,517,494,97,229,291,1110,270,204,119
713,314,820,128,716,517,494,97,229,291,1110,270,204,119
714,314,820,128,716,517,494,97,229,291,1110,270,204,119
715,314,820,128,716,517,494,97,229,291,1110,270,204,119
716,314,820,128,716,517,494,97,229,291,1110,270,204,106
717,314,820,128,716,517,494,97,229,291,1110,270,204,106
718,314,820,128,716,517,494,97,229,291,1110,270,204,106
719,314,820,128,716,517,494,97,229,291,1110,270,204,106
720,314,820,128,716,517,494,97,229,291,1110,270,204,119
721,314,820,128,716,517,494,97,229,291,1110,270,204,119
722,314,820,128,716,517,494,97,229,291,1110,270,204,119
723,314,820,128,716,517,494,97,229,291,1110,270,204,119
724,314,820,128,716,517,494,97,229,291,1110,270,204,106
725,314,820,128,716,517,494,97,229,291,1110,270,204,106
726,314,820,128,716,517,494,97,229,291,1110,270,204,106
727,314,820,128,716,517,494,97,229,291,1110,270,204,106
728,314,820,128,716,523,494,97,229,291,1110,270,204,119
729,315,842,138,726,535,499,107,230,229,1133,288,205,119
730,315,842,138,726,535,499,107,230,276,1133,288,205,119
731,315,842,138,726,535,499,107,230,276,1133,288,205,119
732,315,842,137,726,532,499,107,230,276,1133,288,205,119
733,315,842,137,726,532,499,107,230,276,1133,288,205,119
734,315,842,137,726,532,499,107,230,276,1133,288,205,119
735,315,842,137,726,532,499,107,230,276,1133,288,205,119
736,315,842,137,726,532,499,106,230,276,1133,288,205,106
737,315,842,137,726,532,499,106,230,276,1133,288,205,106
738,315,842,137,726,532,499,106,230,276,1133,288,205,106
739,315,842,137,726,532,499,106,230,276,1133,288,205,106
740,315,842,137,726,532,499,106,230,276,1133,288,205,119
741,315,842,137,726,532,499,106,230,276,1133,288,205,119
742,315,842,137,726,532,499,106,230,276,1133,288,205,119
743,315,842,137,726,532,499,106,230,276,1133,288,205,119
744,315,842,137,726,532,499,106,230,276,1133,288,205,106
745,315,842,137,726,532,499,106,230,276,1133,288,205,106
746,315,842,137,726,532,499,106,230,276,1133,288,205,106
747,315,842,137,726,532,499,106,230,276,1133,288,205,106
748,315,842,137,726,532,499,106,230,276,1133,288,205,119
749,315,842,137,726,532,499,106,230,276,1133,288,205,119
750,315,842,137,726,532,499,106,230,276,1133,288,205,119
751,315,842,137,726,532,499,106,230,276,1133,288,205,119
752,315,842,137,726,532,499,106,230,276,1133,288,205,106
753,315,842,137,726,532,499,106,230,276,1133,288,205,106
754,315,842,137,726,532,499,106,230,276,1133,288,205,106
755,315,842,137,726,532,499,106,230,276,1133,288,205,106
756,315,842,137,726,532,499,106,230,276,1133,288,205,119
757,315,842,137,726,532,499,106,230,276,1133,288,205,119
758,315,842,137,726,532,499,106,230,276,1133,288,205,119
759,315,842,137,726,532,499,106,230,276,1133,288,205,119
760,315,842,137,726,532,499,106,230,276,1133,288,205,119
761,315,842,137,726,532,499,106,230,276,1133,288,205,119
762,315,842,137,726,532,499,106,230,276,1133,288,205,119
763,315,842,137,726,532,499,106,230,276,1133,288,205,119
764,315,842,137,726,532,499,106,230,276,1133,288,205,106
765,315,842,137,726,532,499,106,230,276,1133,288,205,106
766,315,842,137,726,532,499,106,230,276,1133,288,205,106
767,315,842,137,726,532,499,106,230,276,1133,288,205,106
768,315,842,128,726,535,499,97,230,276,1133,293,205,119
769,315,842,128,726,535,499,97,230,276,1133,293,205,119
770,315,842,128,726,535,499,97,230,276,1133,293,205,119
771,315,842,128,726,535,499,97,230,276,1133,293,205,119
772,315,842,128,726,535,499,97,230,276,1133,293,205,106
773,315,842,128,726,535,499,97,230,276,1133,293,205,106
774,315,842,128,726,535,499,97,230,276,1133,293,205,106
775,315,842,128,726,535,499,97,230,276,1133,293,205,106
776,315,842,128,726,535,499,97,230,276,1133,293,205,119
777,315,842,128,726,535,499,97,230,276,1133,293,205,119
778,315,842,128,726,535,499,97,230,276,1133,293,205,119
779,315,842,128,726,535,499,97,230,276,1133,293,205,119
780,315,842,128,726,535,499,97,230,276,1133,293,205,106
781,315,842,128,726,535,499,97,230,276,1133,293,205,106
782,315,842,128,726,535,499,97,230,276,1133,293,205,106
783,315,842,128,726,535,499,97,230,276,1133,293,205,106
784,314,820,128,716,517,494,97,233,267,1050,311,205,106
785,314,820,128,716,517,494,97,233,282,1066,311,205,106
786,314,820,128,716,517,494,97,233,282,1066,311,205,106
787,314,820,128,716,517,494,97,233,282,1066,311,205,106
788,314,820,128,716,517,494,97,233,282,1082,311,205,119
789,314,820,128,716,517,494,97,233,282,1082,311,205,119
790,314,820,128,716,517,494,97,233,282,1082,311,205,119
791,314,820,128,716,517,494,97,233,282,1082,311,205,119
792,314,820,128,716,517,494,97,233,282,1082,311,205,106
793,314,820,128,716,517,494,97,233,282,1082,311,205,106
794,314,820,128,716,517,494,97,233,282,1082,311,205,106
795,314,820,128,716,517,494,97,233,282,1082,311,205,106
796,314,820,128,716,517,494,97,233,282,1082,311,205,119
797,314,820,128,716,517,494,97,233,282,1082,311,205,119
798,314,820,128,716,517,494,97,233,282,1082,311,205,119
799,314,820,128,716,517,494,97,233,282,1082,311,205,119
800,314,820,128,716,517,494,97,233,282,1082,311,205,106
